prot_organism_1	prot_organism_2	bit-score
NP_013232.1	NP_612383.1	43.9
NP_013232.1	NP_612383.1	42.7
NP_013232.1	NP_612383.1	42.7
NP_013232.1	NP_612383.1	41.2
NP_013232.1	NP_612383.1	40.4
NP_013232.1	NP_612383.1	40.0
NP_013232.1	NP_612383.1	38.9
NP_013232.1	NP_612383.1	37.4
NP_013232.1	NP_612383.1	37.0
NP_013232.1	NP_612383.1	35.8
NP_013232.1	XP_016873757.1	50.1
NP_013232.1	XP_016873757.1	49.7
NP_013232.1	XP_016873757.1	40.8
NP_013232.1	XP_016873757.1	40.4
NP_013232.1	XP_016873757.1	35.0
NP_013232.1	XP_016873757.1	33.5
NP_013232.1	NP_660149.2	50.1
NP_013232.1	NP_660149.2	45.1
NP_013232.1	XP_011524861.1	49.7
NP_013232.1	XP_011524861.1	49.3
NP_013232.1	XP_011524861.1	47.8
NP_013232.1	XP_011524861.1	45.8
NP_013232.1	XP_011524861.1	44.3
NP_013232.1	XP_011524861.1	44.3
NP_013232.1	XP_011524861.1	42.7
NP_013232.1	XP_011524861.1	41.6
NP_013232.1	XP_011524861.1	38.5
NP_013232.1	XP_011524861.1	37.0
NP_013232.1	XP_011524861.1	36.6
NP_013232.1	XP_011524861.1	35.4
NP_013232.1	XP_011524861.1	34.7
NP_013232.1	NP_056209.2	48.5
NP_013232.1	NP_056209.2	47.4
NP_013232.1	NP_056209.2	47.0
NP_013232.1	NP_056209.2	46.2
NP_013232.1	NP_056209.2	32.0
NP_013232.1	XP_016867187.1	48.1
NP_013232.1	XP_016867187.1	43.5
NP_013232.1	XP_016867187.1	42.7
NP_013232.1	XP_016867187.1	40.0
NP_013232.1	XP_016867187.1	39.7
NP_013232.1	XP_016867187.1	37.0
NP_013232.1	XP_016867187.1	36.2
NP_013232.1	XP_016864898.1	47.8
NP_013232.1	XP_016864898.1	42.0
NP_013232.1	XP_016864898.1	40.8
NP_013232.1	XP_016864898.1	39.7
NP_013232.1	XP_016864898.1	36.6
NP_013232.1	XP_016864898.1	33.1
NP_013232.1	XP_016882108.1	47.0
NP_013232.1	XP_016882108.1	45.8
NP_013232.1	XP_016882108.1	45.1
NP_013232.1	XP_016882108.1	42.7
NP_013232.1	XP_016882108.1	42.0
NP_013232.1	XP_016882108.1	42.0
NP_013232.1	XP_016882108.1	38.5
NP_013232.1	XP_016882108.1	38.1
NP_013232.1	NP_689838.1	46.2
NP_013232.1	NP_689838.1	38.5
NP_013232.1	NP_689838.1	37.0
NP_013232.1	NP_689838.1	34.3
NP_013232.1	NP_689838.1	33.5
NP_013232.1	XP_016882760.1	45.8
NP_013232.1	XP_016882760.1	44.7
NP_013232.1	XP_016882760.1	44.3
NP_013232.1	XP_016882760.1	43.5
NP_013232.1	XP_016882760.1	42.7
NP_013232.1	XP_016882760.1	38.9
NP_013232.1	XP_016882760.1	37.0
NP_013232.1	XP_016882760.1	36.2
NP_013232.1	XP_016882167.1	43.9
NP_013232.1	XP_016882167.1	43.5
NP_013232.1	XP_016882167.1	42.7
NP_013232.1	XP_016882167.1	42.7
NP_013232.1	XP_016882167.1	38.1
NP_013232.1	XP_016882167.1	37.7
NP_013232.1	XP_016882167.1	36.2
NP_010321.1	NP_000173.2	73.6
NP_009893.2	NP_057732.2	47.0
NP_012821.2	NP_002367.5	235.0
NP_012821.2	NP_114406.1	134.0
NP_012821.2	NP_976226.1	134.0
NP_012821.2	XP_016858148.1	127.0
NP_012821.2	XP_016874525.1	114.0
NP_012821.2	NP_059995.2	106.0
NP_012821.2	NP_115811.2	80.5
NP_012821.2	NP_001973.2	62.8
NP_012821.2	NP_004432.1	60.8
NP_012821.2	NP_006284.2	53.5
NP_012821.2	XP_011536527.1	50.4
NP_012821.2	NP_002949.2	48.1
NP_012821.2	XP_005257856.1	42.4
NP_014872.1	XP_011526902.1	31.6
NP_014649.1	NP_114162.2	30.4
NP_013554.3	NP_851939.1	59.3
NP_013554.3	NP_003593.3	41.2
NP_012634.3	XP_016862118.1	66.2
NP_012466.1	XP_011526902.1	32.3
NP_012466.1	XP_011526902.1	32.0
NP_015116.1	XP_016883894.1	40.0
NP_013377.1	NP_057284.1	28.9
NP_014275.3	NP_689826.2	30.8
NP_011675.1	NP_003243.1	84.3
NP_011675.1	NP_003243.1	63.9
NP_011675.1	NP_003080.2	52.4
NP_011675.1	NP_003080.2	31.6
NP_011675.1	NP_057732.2	52.4
NP_011675.1	NP_055298.2	49.3
NP_011675.1	NP_055298.2	34.3
NP_011675.1	NP_085130.2	42.0
NP_011675.1	NP_006796.1	40.4
NP_011675.1	XP_005269687.1	39.7
NP_011675.1	NP_001013653.1	35.4
NP_012623.1	NP_116264.2	111.0
NP_012623.1	NP_116264.2	94.0
NP_012623.1	NP_116264.2	72.8
NP_012623.1	NP_116264.2	45.8
NP_012623.1	XP_011512300.1	82.0
NP_012623.1	XP_011512300.1	76.3
NP_012623.1	XP_011512300.1	67.4
NP_012623.1	XP_011512300.1	46.6
NP_012623.1	XP_011512300.1	41.6
NP_012623.1	XP_011543163.1	40.0
NP_012623.1	XP_011543163.1	34.3
NP_012623.1	XP_011543163.1	33.1
NP_013649.1	NP_055730.2	31.2
NP_014919.3	NP_056081.1	29.6
NP_009934.1	NP_002367.5	126.0
NP_009934.1	XP_016874525.1	95.5
NP_009934.1	NP_059995.2	82.8
NP_009934.1	NP_976226.1	81.6
NP_009934.1	XP_016858148.1	66.6
NP_009934.1	NP_115811.2	63.2
NP_009934.1	NP_004432.1	56.6
NP_009934.1	NP_114406.1	53.9
NP_009934.1	XP_011522118.1	52.0
NP_009934.1	NP_001973.2	46.6
NP_009934.1	XP_011536527.1	46.6
NP_009934.1	NP_006284.2	45.4
NP_009934.1	NP_002949.2	42.4
NP_009934.1	NP_065434.1	35.8
NP_009934.1	XP_005257856.1	34.3
NP_009716.1	NP_116264.2	55.1
NP_009716.1	NP_116264.2	50.4
NP_009716.1	NP_116264.2	42.7
NP_009716.1	NP_116264.2	33.5
NP_009716.1	XP_011512300.1	52.0
NP_009716.1	XP_011512300.1	49.7
NP_015121.1	XP_016874525.1	228.0
NP_015121.1	NP_059995.2	197.0
NP_015121.1	NP_002367.5	163.0
NP_015121.1	XP_016858148.1	124.0
NP_015121.1	NP_976226.1	121.0
NP_015121.1	NP_004432.1	92.8
NP_015121.1	NP_115811.2	90.5
NP_015121.1	NP_114406.1	89.4
NP_015121.1	NP_006284.2	83.2
NP_015121.1	NP_001973.2	62.8
NP_015121.1	XP_011536527.1	60.1
NP_015121.1	NP_002949.2	58.9
NP_015121.1	XP_005257856.1	49.3
NP_015121.1	NP_938207.2	45.8
NP_015121.1	XP_011522118.1	36.2
NP_015121.1	XP_011525325.1	35.4
NP_015121.1	NP_065434.1	35.0
NP_011416.3	NP_037417.1	94.0
NP_012140.1	NP_005095.1	41.6
NP_012140.1	NP_005095.1	32.7
NP_012140.1	XP_016857274.1	35.4
NP_015060.1	XP_006724879.1	62.4
NP_015060.1	XP_006724879.1	44.7
NP_015060.1	XP_006724879.1	38.5
NP_012915.3	XP_016878370.1	109.0
NP_013330.1	XP_016863678.1	152.0
NP_013330.1	XP_016868740.1	124.0
NP_013330.1	NP_004209.2	68.9
NP_013330.1	NP_775798.2	56.6
NP_013330.1	NP_006825.1	48.5
NP_012475.3	NP_954635.1	33.9
NP_011321.1	NP_114408.3	89.7
NP_009891.1	NP_059830.1	31.6
NP_010892.1	XP_011512841.1	32.0
NP_015215.1	NP_060134.2	47.0
NP_015215.1	NP_060134.2	37.4
NP_015215.1	NP_115736.1	43.9
NP_015215.1	NP_001131143.1	42.4
NP_015215.1	NP_062618.2	38.1
NP_015215.1	NP_062618.2	38.1
NP_015215.1	NP_821066.1	32.3
NP_015215.1	NP_075392.2	32.3
NP_011880.1	NP_003016.1	54.3
NP_011880.1	XP_016881667.1	44.3
NP_011880.1	NP_115811.2	42.4
NP_011880.1	XP_005270351.1	37.4
NP_011880.1	XP_005270351.1	34.3
NP_014886.1	XP_016867856.1	364.0
NP_013081.1	XP_016874525.1	56.6
NP_013081.1	NP_976226.1	56.6
NP_013081.1	NP_002367.5	53.1
NP_013081.1	NP_059995.2	53.1
NP_013081.1	NP_115811.2	51.6
NP_013081.1	XP_016858148.1	46.2
NP_013081.1	XP_011536527.1	42.4
NP_013081.1	NP_114406.1	35.0
NP_013081.1	NP_004432.1	35.0
NP_013081.1	XP_005257856.1	34.3
NP_015006.3	NP_057732.2	33.1
NP_013612.1	NP_624358.2	31.2
NP_015199.1	NP_065959.1	36.6
NP_015199.1	NP_065959.1	32.7
NP_015199.1	NP_059830.1	35.0
NP_009928.1	NP_775798.2	32.7
NP_010798.1	XP_011543605.1	27.7
NP_009971.1	NP_997215.1	34.3
NP_012455.1	NP_115736.1	35.4
NP_012455.1	XP_016870157.1	32.3
NP_015449.1	NP_777576.1	31.2
NP_009840.3	NP_065959.1	38.5
NP_009840.3	NP_059830.1	32.0
NP_010512.1	NP_037543.1	269.0
NP_010454.3	XP_016885327.1	36.2
NP_014413.1	NP_004332.2	58.2
NP_012491.3	NP_078958.2	32.0
NP_116684.3	XP_016870446.1	32.3
NP_011091.1	NP_005241.1	32.7
NP_010259.1	NP_002367.5	111.0
NP_010259.1	NP_976226.1	79.0
NP_010259.1	XP_016874525.1	78.2
NP_010259.1	NP_059995.2	77.0
NP_010259.1	XP_016858148.1	60.5
NP_010259.1	NP_114406.1	55.1
NP_010259.1	XP_011536527.1	52.0
NP_010259.1	XP_011522118.1	50.4
NP_010259.1	NP_065434.1	49.7
NP_010259.1	NP_004432.1	47.8
NP_010259.1	NP_115811.2	42.4
NP_010259.1	NP_006284.2	40.4
NP_010259.1	XP_005257856.1	37.7
NP_010259.1	NP_001973.2	36.2
NP_010259.1	NP_002949.2	32.7
NP_012203.1	NP_003080.2	76.6
NP_012203.1	NP_003243.1	53.9
NP_012203.1	NP_003243.1	30.0
NP_012203.1	NP_006796.1	46.6
NP_012203.1	NP_085130.2	40.8
NP_012203.1	XP_005269687.1	38.5
NP_012203.1	NP_055298.2	37.0
NP_012203.1	NP_055298.2	32.7
NP_012203.1	NP_057732.2	32.7
NP_011720.3	NP_005947.3	1050.0
NP_009502.1	NP_055298.2	36.2
NP_009502.1	NP_003243.1	33.1
NP_014796.3	NP_009119.2	60.1
NP_014796.3	NP_009119.2	41.2
NP_014796.3	NP_004987.2	49.3
NP_014796.3	NP_056117.1	35.4
NP_009887.1	NP_859052.3	55.1
NP_009887.1	NP_859052.3	44.7
NP_010065.2	XP_016885327.1	49.3
NP_012876.1	NP_002367.5	90.1
NP_012876.1	NP_059995.2	85.9
NP_012876.1	XP_016858148.1	70.1
NP_012876.1	XP_016874525.1	70.1
NP_012876.1	NP_114406.1	64.3
NP_012876.1	NP_976226.1	63.9
NP_012876.1	NP_115811.2	52.0
NP_012876.1	XP_011536527.1	50.1
NP_012876.1	NP_001973.2	43.9
NP_012876.1	XP_005257856.1	41.6
NP_012876.1	NP_006284.2	41.6
NP_012876.1	NP_004432.1	38.1
NP_012876.1	XP_011522118.1	37.0
NP_011386.2	XP_016857782.1	32.7
NP_015112.1	NP_079491.2	130.0
NP_015112.1	NP_079491.2	119.0
NP_014400.1	NP_006457.2	111.0
NP_010776.1	XP_016867294.1	45.8
NP_015058.1	NP_065759.1	38.1
NP_015058.1	NP_620172.2	37.0
NP_012770.1	NP_004557.1	38.9
NP_014219.1	XP_016863678.1	128.0
NP_014219.1	XP_016868740.1	80.5
NP_014219.1	NP_004209.2	67.0
NP_014219.1	NP_006825.1	55.1
NP_014219.1	NP_775798.2	50.8
NP_014631.1	NP_002096.1	128.0
NP_014631.1	NP_734466.1	127.0
NP_012903.1	NP_001540.2	37.4
NP_015098.1	NP_009119.2	44.7
NP_015098.1	NP_009119.2	39.7
NP_015098.1	NP_004987.2	40.8
NP_015098.1	NP_004987.2	38.5
NP_015098.1	NP_004987.2	37.0
NP_014320.1	NP_056065.1	33.9
NP_009819.1	XP_016875290.1	98.2
NP_014148.1	NP_055298.2	44.3
NP_011299.1	NP_004512.1	220.0
NP_011299.1	NP_004514.2	206.0
NP_011299.1	NP_612565.1	138.0
NP_011299.1	NP_612565.1	62.4
NP_014964.1	NP_003243.1	53.9
NP_014964.1	NP_003243.1	50.4
NP_014964.1	NP_055298.2	35.4
NP_014964.1	XP_006717409.1	32.7
NP_014964.1	NP_057732.2	32.0
NP_014964.1	NP_006796.1	31.6
NP_014964.1	NP_003080.2	29.6
NP_015282.1	NP_003243.1	48.9
NP_015282.1	NP_003243.1	38.1
NP_015282.1	NP_003243.1	36.2
NP_015282.1	NP_003243.1	31.6
NP_015282.1	NP_003080.2	45.8
NP_015282.1	NP_003080.2	36.6
NP_015282.1	NP_003080.2	36.2
NP_015282.1	NP_006796.1	40.4
NP_015282.1	NP_006796.1	38.9
NP_015282.1	NP_006796.1	32.7
NP_015282.1	NP_055298.2	39.7
NP_015282.1	NP_631961.1	38.5
NP_015282.1	XP_005269687.1	32.0
NP_009688.3	NP_061917.3	35.4
NP_014353.1	XP_016865071.1	85.9
NP_014353.1	NP_006301.3	81.6
NP_014499.2	NP_057126.2	121.0
NP_013850.1	NP_059830.1	36.2
NP_013850.1	XP_016867294.1	32.7
NP_013850.1	XP_016867294.1	32.0
NP_013850.1	XP_011526902.1	31.6
NP_013953.1	XP_016868637.1	35.4
NP_014363.1	NP_059830.1	41.6
NP_014363.1	NP_059830.1	30.8
NP_014363.1	XP_011526902.1	38.9
NP_012793.2	NP_065935.3	394.0
NP_012793.2	NP_976063.1	157.0
NP_012793.2	NP_976063.1	33.9
NP_012793.2	XP_005270351.1	33.5
NP_012793.2	XP_005270351.1	32.7
NP_013558.3	NP_659412.3	31.2
NP_014638.1	XP_016867862.1	113.0
NP_012299.1	NP_115736.1	55.8
NP_012299.1	NP_001131143.1	50.1
NP_012299.1	NP_060134.2	47.4
NP_012299.1	XP_016881667.1	44.7
NP_012299.1	NP_938207.2	40.8
NP_012299.1	NP_077000.1	39.3
NP_012299.1	NP_077000.1	37.7
NP_012299.1	NP_077000.1	35.4
NP_012299.1	NP_055730.2	37.0
NP_012299.1	NP_055730.2	36.6
NP_012299.1	NP_062618.2	33.9
NP_012299.1	NP_062618.2	33.9
NP_012299.1	NP_062618.2	33.9
NP_116636.1	NP_057284.1	32.3
NP_012040.1	XP_005247569.1	463.0
NP_010384.3	NP_036611.2	310.0
NP_015185.1	NP_976226.1	142.0
NP_015185.1	NP_002367.5	104.0
NP_015185.1	XP_016858148.1	99.0
NP_015185.1	XP_016874525.1	94.7
NP_015185.1	NP_059995.2	92.0
NP_015185.1	NP_115811.2	75.5
NP_015185.1	XP_005257856.1	74.3
NP_015185.1	NP_004432.1	65.5
NP_015185.1	NP_114406.1	63.5
NP_015185.1	NP_006284.2	58.5
NP_015185.1	XP_011536527.1	57.8
NP_015185.1	NP_001973.2	56.6
NP_015185.1	NP_002949.2	53.5
NP_015185.1	NP_065434.1	45.4
NP_015185.1	XP_011525325.1	40.4
NP_015185.1	XP_011522118.1	35.4
NP_015185.1	NP_938207.2	31.6
NP_012782.1	NP_001275908.1	120.0
NP_009833.1	NP_002367.5	127.0
NP_009833.1	XP_016858148.1	112.0
NP_009833.1	NP_059995.2	103.0
NP_009833.1	NP_976226.1	89.0
NP_009833.1	XP_016874525.1	82.4
NP_009833.1	NP_115811.2	79.0
NP_009833.1	NP_114406.1	67.4
NP_009833.1	NP_004432.1	66.6
NP_009833.1	XP_011536527.1	65.1
NP_009833.1	NP_006284.2	58.2
NP_009833.1	XP_005257856.1	55.8
NP_009833.1	NP_001973.2	48.5
NP_009833.1	NP_065434.1	45.8
NP_009833.1	NP_002949.2	39.7
NP_009833.1	NP_938207.2	37.4
NP_009833.1	XP_011522118.1	33.9
NP_009833.1	XP_011525325.1	30.8
NP_014428.1	NP_976226.1	167.0
NP_014428.1	NP_002367.5	110.0
NP_014428.1	XP_016874525.1	91.3
NP_014428.1	XP_016858148.1	89.0
NP_014428.1	NP_059995.2	90.1
NP_014428.1	NP_115811.2	87.0
NP_014428.1	NP_004432.1	75.9
NP_014428.1	NP_001973.2	71.2
NP_014428.1	XP_011536527.1	70.9
NP_014428.1	XP_005257856.1	65.1
NP_014428.1	XP_011522118.1	55.5
NP_014428.1	NP_114406.1	54.3
NP_014428.1	NP_002949.2	45.1
NP_014428.1	NP_006284.2	44.7
NP_014428.1	XP_011525325.1	43.5
NP_014428.1	NP_938207.2	41.2
NP_014428.1	NP_065434.1	38.5
NP_014971.1	NP_065935.3	536.0
NP_014971.1	NP_976063.1	261.0
NP_116661.1	NP_071381.1	154.0
NP_010334.1	NP_067064.2	33.9
NP_009373.1	NP_065935.3	520.0
NP_009373.1	NP_976063.1	222.0
NP_009916.1	NP_055298.2	61.2
NP_009916.1	NP_003243.1	53.5
NP_009916.1	NP_003243.1	32.7
NP_009916.1	NP_003080.2	31.6
NP_015018.3	NP_004216.2	49.3
NP_015018.3	NP_004216.2	38.9
NP_009385.2	NP_002367.5	144.0
NP_009385.2	NP_059995.2	103.0
NP_009385.2	XP_016858148.1	81.6
NP_009385.2	XP_016874525.1	82.0
NP_009385.2	NP_114406.1	81.3
NP_009385.2	NP_976226.1	80.5
NP_009385.2	NP_004432.1	62.4
NP_009385.2	NP_115811.2	56.2
NP_009385.2	XP_011536527.1	51.2
NP_009385.2	XP_011522118.1	46.2
NP_009385.2	NP_006284.2	45.8
NP_009385.2	NP_001973.2	43.1
NP_009385.2	XP_005257856.1	42.0
NP_009385.2	NP_002949.2	40.8
NP_009385.2	NP_065434.1	37.4
NP_015463.1	NP_065959.1	37.0
NP_015463.1	NP_059830.1	35.4
NP_015463.1	XP_016871952.1	33.9
NP_015463.1	XP_011526902.1	32.0
NP_010652.3	NP_065959.1	50.1
NP_010652.3	NP_065959.1	34.3
NP_010652.3	NP_059830.1	47.4
NP_010652.3	XP_011526902.1	35.4
NP_010652.3	XP_011526902.1	34.7
NP_010652.3	XP_016867294.1	34.3
NP_014624.1	NP_803173.1	59.3
NP_014624.1	NP_003155.2	32.3
NP_010225.1	NP_976063.1	42.0
NP_010225.1	NP_976063.1	37.7
NP_010225.1	NP_004512.1	41.2
NP_010225.1	XP_011511358.1	39.7
NP_010225.1	NP_059995.2	37.4
NP_010225.1	NP_065935.3	37.0
NP_010978.3	XP_016875452.1	27.7
NP_009410.1	NP_976226.1	106.0
NP_009410.1	NP_002367.5	106.0
NP_009410.1	XP_016874525.1	81.6
NP_009410.1	NP_059995.2	72.8
NP_009410.1	NP_114406.1	55.1
NP_009410.1	NP_115811.2	49.7
NP_009410.1	NP_004432.1	48.9
NP_009410.1	XP_016858148.1	47.4
NP_009410.1	NP_002949.2	33.5
NP_009410.1	XP_005257856.1	32.3
NP_009410.1	NP_001973.2	30.8
NP_014732.1	NP_004209.2	137.0
NP_014732.1	NP_006825.1	90.5
NP_014732.1	XP_016863678.1	84.3
NP_014732.1	NP_775798.2	58.5
NP_014732.1	XP_016868740.1	45.8
NP_014331.3	NP_036315.1	98.2
NP_014331.3	NP_005241.1	86.7
NP_013105.1	XP_016867187.1	31.6
NP_014283.3	XP_016877827.1	36.6
NP_010012.1	NP_003016.1	53.5
NP_010012.1	NP_004332.2	33.9
NP_010012.1	XP_005270351.1	33.1
NP_011021.3	NP_005422.1	58.5
NP_011795.1	NP_038477.2	33.5
NP_011795.1	NP_038477.2	32.0
NP_012003.1	XP_011525325.1	72.0
NP_012003.1	NP_002367.5	50.4
NP_012003.1	NP_976226.1	50.1
NP_012003.1	XP_016858148.1	48.1
NP_012003.1	NP_059995.2	40.4
NP_012003.1	NP_114406.1	38.9
NP_012003.1	XP_016874525.1	34.3
NP_011073.1	NP_057284.1	32.7
NP_012939.1	NP_004209.2	133.0
NP_012939.1	NP_006825.1	80.5
NP_012939.1	XP_016863678.1	77.0
NP_012939.1	NP_775798.2	46.6
NP_012939.1	XP_016868740.1	32.3
NP_014915.3	XP_011526902.1	40.0
NP_014915.3	NP_059830.1	38.1
NP_014915.3	NP_065959.1	34.3
NP_011106.1	NP_005422.1	41.6
NP_010748.3	NP_976063.1	33.1
NP_010748.3	NP_976063.1	32.0
NP_010255.1	NP_954635.1	30.8
NP_009734.1	XP_011526902.1	55.8
NP_009734.1	XP_011526902.1	54.7
NP_009734.1	XP_011526902.1	43.1
NP_009734.1	NP_059830.1	47.4
NP_009734.1	NP_059830.1	38.1
NP_009734.1	NP_059830.1	32.0
NP_009734.1	NP_065959.1	38.5
NP_009734.1	NP_065959.1	35.4
NP_009734.1	XP_016871952.1	30.8
NP_014706.1	XP_016879164.1	30.8
NP_011384.1	NP_004625.2	77.8
NP_011384.1	NP_038477.2	34.7
NP_011384.1	NP_038477.2	34.7
NP_012494.3	NP_624358.2	37.7
NP_012494.3	NP_624358.2	37.7
NP_011913.1	NP_006301.3	524.0
NP_011913.1	XP_016865071.1	391.0
NP_010667.1	XP_016875290.1	67.8
NP_010667.1	NP_002306.1	53.5
NP_010667.1	NP_001302.1	35.0
NP_010667.1	NP_954629.2	37.0
NP_010667.1	NP_954629.2	33.1
NP_009506.1	NP_004512.1	37.4
NP_009506.1	NP_065935.3	37.4
NP_009506.1	NP_976063.1	33.5
NP_009378.1	XP_016872573.1	63.5
NP_010459.1	NP_008874.2	32.7
NP_013791.1	NP_038477.2	36.2
NP_013791.1	NP_004625.2	32.3
NP_011554.3	XP_016858148.1	89.7
NP_011554.3	NP_002367.5	88.2
NP_011554.3	NP_976226.1	85.9
NP_011554.3	NP_004432.1	75.1
NP_011554.3	XP_016874525.1	69.7
NP_011554.3	XP_005257856.1	58.5
NP_011554.3	NP_059995.2	56.6
NP_011554.3	NP_114406.1	52.4
NP_011554.3	NP_115811.2	50.4
NP_011554.3	NP_001973.2	47.4
NP_011554.3	NP_006284.2	43.5
NP_011554.3	NP_065434.1	39.7
NP_011554.3	XP_011536527.1	34.3
NP_011652.1	NP_115811.2	52.0
NP_011652.1	NP_003016.1	51.2
NP_011652.1	XP_005270351.1	35.0
NP_011652.1	XP_005270351.1	30.8
NP_011652.1	XP_005270351.1	30.4
NP_009359.1	NP_009131.2	36.2
NP_013827.1	NP_065935.3	400.0
NP_013827.1	NP_976063.1	160.0
NP_013827.1	NP_976063.1	37.4
NP_013827.1	NP_003016.1	35.4
NP_013827.1	XP_005270351.1	34.3
NP_013827.1	XP_005270351.1	33.5
NP_009538.1	XP_016875891.1	30.8
NP_013536.3	NP_000875.2	651.0
NP_011799.3	NP_000928.1	30.8
NP_010182.1	NP_002367.5	161.0
NP_010182.1	XP_016858148.1	139.0
NP_010182.1	XP_016874525.1	107.0
NP_010182.1	NP_004432.1	89.4
NP_010182.1	NP_059995.2	88.6
NP_010182.1	NP_976226.1	87.0
NP_010182.1	NP_114406.1	82.4
NP_010182.1	NP_115811.2	73.9
NP_010182.1	NP_006284.2	57.0
NP_010182.1	XP_011536527.1	56.6
NP_010182.1	NP_001973.2	53.5
NP_010182.1	XP_005257856.1	45.4
NP_010182.1	NP_938207.2	42.4
NP_010182.1	NP_065434.1	39.3
NP_010182.1	NP_002949.2	38.1
NP_010182.1	XP_011525325.1	33.1
NP_013822.1	XP_016874525.1	237.0
NP_013822.1	NP_059995.2	230.0
NP_013822.1	NP_002367.5	134.0
NP_013822.1	XP_016858148.1	104.0
NP_013822.1	NP_976226.1	94.7
NP_013822.1	NP_004432.1	80.5
NP_013822.1	NP_114406.1	73.6
NP_013822.1	NP_006284.2	72.4
NP_013822.1	NP_115811.2	60.8
NP_013822.1	XP_005257856.1	57.8
NP_013822.1	NP_002949.2	50.4
NP_013822.1	XP_011536527.1	48.9
NP_013822.1	NP_001973.2	47.4
NP_013822.1	NP_065434.1	33.1
NP_013822.1	NP_055495.2	33.1
NP_010209.1	NP_892030.3	40.4
NP_009667.1	NP_067046.1	77.8
NP_009667.1	NP_542157.2	47.0
NP_009667.1	XP_011512841.1	41.6
NP_009667.1	XP_011512841.1	35.0
NP_009667.1	XP_011512841.1	28.1
NP_009667.1	XP_016872162.1	34.7
NP_009667.1	NP_006068.2	29.6
NP_011033.3	NP_065959.1	43.9
NP_011033.3	NP_059830.1	39.7
NP_011033.3	NP_059830.1	34.7
NP_011033.3	NP_059830.1	31.2
NP_011033.3	XP_016867294.1	39.3
NP_011033.3	XP_011526902.1	32.3
NP_011033.3	XP_011526902.1	30.4
NP_011033.3	XP_011526902.1	30.0
NP_010206.1	NP_000046.1	33.9
NP_014289.1	NP_057732.2	43.5
NP_014289.1	NP_003243.1	42.7
NP_014289.1	NP_003243.1	34.7
NP_014289.1	NP_006796.1	37.4
NP_014289.1	NP_006796.1	32.3
NP_014289.1	NP_055298.2	33.9
NP_014289.1	NP_055298.2	32.7
NP_014933.3	NP_005095.1	49.3
NP_014933.3	NP_005095.1	38.1
NP_014933.3	NP_004625.2	40.0
NP_014933.3	XP_016857274.1	34.3
NP_014933.3	NP_892030.3	33.5
NP_014933.3	NP_056031.2	33.5
NP_011409.1	NP_067046.1	36.6
NP_011409.1	NP_067046.1	29.3
NP_014384.3	NP_004987.2	44.3
NP_014384.3	NP_004987.2	42.0
NP_014384.3	NP_009119.2	41.2
NP_014384.3	NP_009119.2	39.3
NP_009637.1	NP_038477.2	60.5
NP_009637.1	NP_005095.1	54.3
NP_009637.1	NP_005095.1	45.8
NP_009637.1	NP_004625.2	45.8
NP_013637.1	NP_851939.1	57.8
NP_013637.1	NP_003593.3	40.4
NP_116650.1	NP_004209.2	168.0
NP_116650.1	NP_006825.1	99.8
NP_116650.1	XP_016863678.1	79.3
NP_116650.1	NP_775798.2	60.8
NP_116650.1	XP_016868740.1	42.7
NP_012231.1	NP_002727.2	213.0
NP_011797.3	NP_004987.2	691.0
NP_011797.3	NP_009119.2	141.0
NP_011797.3	NP_009119.2	86.3
NP_009376.2	NP_653300.2	61.6
NP_014541.1	XP_016874525.1	168.0
NP_014541.1	NP_059995.2	154.0
NP_014541.1	NP_002367.5	148.0
NP_014541.1	NP_976226.1	142.0
NP_014541.1	XP_016858148.1	125.0
NP_014541.1	NP_115811.2	66.2
NP_014541.1	NP_001973.2	66.2
NP_014541.1	NP_114406.1	60.1
NP_014541.1	XP_005257856.1	58.2
NP_014541.1	NP_004432.1	53.9
NP_014541.1	NP_065434.1	50.4
NP_014541.1	XP_011525325.1	49.7
NP_014541.1	XP_011536527.1	49.7
NP_014541.1	NP_006284.2	49.3
NP_014541.1	NP_002949.2	47.0
NP_014541.1	XP_011522118.1	47.0
NP_014541.1	NP_938207.2	43.1
NP_013533.1	NP_059830.1	50.4
NP_013533.1	XP_011526902.1	45.1
NP_013533.1	NP_065959.1	33.9
NP_116647.1	NP_000928.1	36.6
NP_116647.1	NP_065935.3	35.8
NP_010136.1	XP_011526902.1	56.6
NP_010136.1	XP_011526902.1	52.4
NP_010136.1	XP_011526902.1	52.4
NP_010136.1	XP_011526902.1	51.6
NP_010136.1	XP_016867294.1	53.1
NP_010136.1	NP_059830.1	40.8
NP_010136.1	NP_059830.1	40.8
NP_010136.1	NP_059830.1	35.4
NP_010136.1	NP_065959.1	37.7
NP_010136.1	NP_065959.1	32.3
NP_010136.1	XP_016871952.1	35.0
NP_010136.1	NP_006400.2	32.7
NP_014309.3	XP_016863678.1	151.0
NP_014309.3	XP_016868740.1	96.3
NP_014309.3	NP_004209.2	68.9
NP_014309.3	NP_775798.2	42.7
NP_014309.3	NP_006825.1	40.8
NP_014309.3	NP_004216.2	34.3
NP_010953.1	NP_009119.2	47.0
NP_010953.1	NP_009119.2	46.6
NP_010953.1	NP_004987.2	47.4
NP_010953.1	NP_004987.2	35.4
NP_010953.1	NP_004987.2	33.1
NP_013788.1	NP_008874.2	38.9
NP_013788.1	NP_008874.2	36.2
NP_014393.1	NP_570118.1	31.6
